SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_ZONA,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
MG,49239,OURO VERDE DE MINAS,270,2,7063,7037,OURO VERDE DE MINAS,Presidente,4806,4806,0.682961489270996,OURO VERDE DE MINAS,0.0193968568596914,0.645901175138043
SP,71072,SÃO PAULO,259,2,156075,156505,SÃO PAULO,Presidente,114457,114457,0.731331267371649,SÃO PAULO,0.432843184366491,0.135825724811789
RJ,60011,RIO DE JANEIRO,188,1,136360,136137,RIO DE JANEIRO,Presidente,97568,97568,0.716689805122781,RIO DE JANEIRO,0.0775960692285128,0.364425051334702
MA,9652,SANTA LUZIA DO PARUÁ,80,1,17854,17807,SANTA LUZIA DO PARUÁ,Presidente,12646,12646,0.710170157803111,SANTA LUZIA DO PARUÁ,0.0462081326313431,0.560938725215638
TO,95591,PORTO NACIONAL,3,1,42885,42782,PORTO NACIONAL,Presidente,34406,34406,0.804216726660745,PORTO NACIONAL,0.138976332050834,0.31927247289262
MG,47333,JUIZ DE FORA,152,1,105707,106548,JUIZ DE FORA,Presidente,80937,80937,0.75962946277734,JUIZ DE FORA,0.316024482768407,0.229171199636732
RS,88013,PORTO ALEGRE,113,2,110154,110136,PORTO ALEGRE,Presidente,81163,81163,0.73693433573037,PORTO ALEGRE,0.176816093832271,0.314723024129855
BA,38857,SÃO GONÇALO DOS CAMPOS,108,1,29461,29406,SÃO GONÇALO DOS CAMPOS,Presidente,23187,23187,0.788512548459498,SÃO GONÇALO DOS CAMPOS,0.0401547808967788,0.524252401479923
MT,90468,BRASNORTE,56,1,11831,11822,BRASNORTE,Presidente,8174,8174,0.69142277110472,BRASNORTE,0.0654213506888682,0.492942270306821
PI,11355,NOSSA SENHORA DOS REMÉDIOS,49,1,8190,8180,NOSSA SENHORA DOS REMÉDIOS,Presidente,6545,6545,0.800122249388753,NOSSA SENHORA DOS REMÉDIOS,0.0537240537240537,0.612698412698413
MG,54038,UBERLÂNDIA,278,1,130628,130804,UBERLÂNDIA,Presidente,100286,100286,0.766689092076695,UBERLÂNDIA,0.162821140949873,0.301413173285972
PB,20915,MONTADAS,50,2,4863,4867,MONTADAS,Presidente,3873,3873,0.795767413190877,MONTADAS,0.0450339296730413,0.591815751593667
PI,11274,MONSENHOR GIL,58,1,10002,10011,MONSENHOR GIL,Presidente,8235,8235,0.822595145340126,MONSENHOR GIL,0.0657868426314737,0.512197560487902
SP,71072,SÃO PAULO,403,2,111589,111616,SÃO PAULO,Presidente,84465,84465,0.756746344610092,SÃO PAULO,0.0822124044484671,0.314995205620626
RJ,58939,SANTO ANTÔNIO DE PÁDUA,34,1,33343,33230,SANTO ANTÔNIO DE PÁDUA,Presidente,24189,24189,0.727926572374361,SANTO ANTÔNIO DE PÁDUA,0.0530846054644153,0.492007317877815
SP,71072,SÃO PAULO,320,2,186509,186501,SÃO PAULO,Presidente,136423,136423,0.731486694441317,SÃO PAULO,0.149901613326971,0.30460192269542
MG,49590,PATOS DE MINAS,210,2,50359,50488,PATOS DE MINAS,Presidente,38428,38428,0.761131357946443,PATOS DE MINAS,0.0899739867749558,0.435850592744097
SP,71072,SÃO PAULO,417,2,127302,127233,SÃO PAULO,Presidente,93975,93975,0.738605550446818,SÃO PAULO,0.102229344393647,0.309869444313522
SP,71072,SÃO PAULO,417,1,127302,127230,SÃO PAULO,Presidente,93827,93827,0.737459718619822,SÃO PAULO,0.102229344393647,0.309869444313522
CE,14010,GUARACIABA DO NORTE,74,1,32792,32737,GUARACIABA DO NORTE,Presidente,24471,24471,0.747502825549073,GUARACIABA DO NORTE,0.0548304464503538,0.588802146865089
SP,65510,ITAPEVI,359,1,163889,164056,ITAPEVI,Presidente,122712,122712,0.74798849173453,ITAPEVI,0.0425409881078047,0.381142114479922
RS,88153,RIO GRANDE,163,2,83412,83646,RIO GRANDE,Presidente,61250,61250,0.732252588288741,RIO GRANDE,0.0404737927396538,0.531170574977222
PR,76236,IVAIPORÃ,93,1,25536,25488,IVAIPORÃ,Presidente,19094,19094,0.74913684871312,IVAIPORÃ,0.145872493734336,0.427396616541353
GO,94331,JATAÍ,18,1,71896,71708,JATAÍ,Presidente,52553,52553,0.732874993027277,JATAÍ,0.126043173472794,0.385014465338823
RS,87734,OSÓRIO,77,2,37291,37204,OSÓRIO,Presidente,28241,28241,0.759085044618858,OSÓRIO,0.137647153468665,0.405218417312488
RS,85936,CARLOS BARBOSA,152,2,22780,22754,CARLOS BARBOSA,Presidente,19409,19409,0.852992880372682,CARLOS BARBOSA,0.132572431957858,0.396049165935031
SP,71072,SÃO PAULO,260,1,182858,183025,SÃO PAULO,Presidente,134326,134326,0.733921595410463,SÃO PAULO,0.171892944251824,0.310147764932352
DF,97012,BRASÍLIA,8,2,137752,137866,BRASÍLIA,Presidente,109046,109046,0.790956435959555,BRASÍLIA,0.100274406179221,0.314187815784889
MG,41238,BELO HORIZONTE,31,1,127158,127759,BELO HORIZONTE,Presidente,96766,96766,0.757410436838109,BELO HORIZONTE,0.177055317007188,0.273337108164646
SP,71072,SÃO PAULO,20,1,165568,165578,SÃO PAULO,Presidente,123010,123010,0.742912705794248,SÃO PAULO,0.0522141959798995,0.378611809045226
RJ,58394,ITAGUAÍ,105,2,94679,94559,ITAGUAÍ,Presidente,71316,71316,0.754195793102719,ITAGUAÍ,0.0316754507335312,0.492949862165845
SP,71072,SÃO PAULO,347,1,176203,176038,SÃO PAULO,Presidente,130259,130259,0.739948193003783,SÃO PAULO,0.136904592997849,0.289932634518141
BA,38490,SALVADOR,4,1,123183,123095,SALVADOR,Presidente,91727,91727,0.745172427799667,SALVADOR,0.0434719076495945,0.375408944416031
MA,8338,MIRADOR,72,1,15259,15231,MIRADOR,Presidente,11776,11776,0.773160002626223,MIRADOR,0.042139065469559,0.579920047185268
MG,51330,SABARÁ,241,2,97926,97849,SABARÁ,Presidente,75347,75347,0.770033418839232,SABARÁ,0.0950003063537774,0.364101464371056
MA,9210,SÃO LUÍS,76,1,137400,138053,SÃO LUÍS,Presidente,112897,112897,0.817780127921885,SÃO LUÍS,0.235021834061135,0.133515283842795
MA,9016,SANTA RITA,18,1,24640,24626,SANTA RITA,Presidente,18529,18529,0.752416145537237,SANTA RITA,0.0282873376623377,0.511647727272727
TO,96210,TOCANTINÓPOLIS,9,1,15745,15706,TOCANTINÓPOLIS,Presidente,12618,12618,0.803387240545015,TOCANTINÓPOLIS,0.101873610670054,0.390917751667196
SE,31950,NOSSA SENHORA DO SOCORRO,34,2,113347,113439,NOSSA SENHORA DO SOCORRO,Presidente,89961,89961,0.7930341416973,NOSSA SENHORA DO SOCORRO,0.0263791719233857,0.445940342488112
SP,69795,RIO CLARO,288,1,69010,69149,RIO CLARO,Presidente,51255,51255,0.741225469638028,RIO CLARO,0.152369221851906,0.318026372989422
TO,93114,COLINAS DO TOCANTINS,4,1,23111,23054,COLINAS DO TOCANTINS,Presidente,17830,17830,0.773401578901709,COLINAS DO TOCANTINS,0.117173640257886,0.425987624940505
SC,82953,RIO NEGRINHO,74,1,32189,32147,RIO NEGRINHO,Presidente,24054,24054,0.748250225526488,RIO NEGRINHO,0.0804312032060642,0.473018733107583
MA,8036,IMPERATRIZ,65,1,88906,89454,IMPERATRIZ,Presidente,70578,70578,0.788986518210477,IMPERATRIZ,0.103502575754167,0.329224124356061
PI,12190,TERESINA,98,2,131254,131362,TERESINA,Presidente,107188,107188,0.815974178225057,TERESINA,0.188641869962058,0.290787328386183
SP,65498,ITAPEVA,53,2,72160,71963,ITAPEVA,Presidente,52225,52225,0.725720161749788,ITAPEVA,0.11875,0.389883592017738
SP,68977,POÁ,219,1,94984,94810,POÁ,Presidente,71190,71190,0.750870161375382,POÁ,0.12475785395435,0.277215109913249
SC,80390,BALNEÁRIO CAMBORIÚ,56,1,80475,83598,BALNEÁRIO CAMBORIÚ,Presidente,65064,65064,0.778296131486399,BALNEÁRIO CAMBORIÚ,0.333656415035725,0.153575644610127
MG,54038,UBERLÂNDIA,299,2,79175,79548,UBERLÂNDIA,Presidente,63276,63276,0.795444260069392,UBERLÂNDIA,0.184313230186296,0.286150931480897
BA,38334,RIBEIRA DO POMBAL,110,2,41920,41818,RIBEIRA DO POMBAL,Presidente,32364,32364,0.773925104022191,RIBEIRA DO POMBAL,0.0500715648854962,0.545920801526718
PR,75353,CURITIBA,4,2,143093,142717,CURITIBA,Presidente,112105,112105,0.785505580974936,CURITIBA,0.221520270034174,0.206669788179715
RJ,58971,SÃO GONÇALO,132,1,91165,91088,SÃO GONÇALO,Presidente,68103,68103,0.747661601967328,SÃO GONÇALO,0.0180661438051884,0.495014534086546
MG,53210,SENHORA DO PORTO,121,1,3269,3252,SENHORA DO PORTO,Presidente,2110,2110,0.648831488314883,SENHORA DO PORTO,0.0351789538085041,0.666564698684613
SC,83755,VARGEÃO,63,2,2933,2930,VARGEÃO,Presidente,2468,2468,0.842320819112628,VARGEÃO,0.0995567678145244,0.478349812478691
MG,45411,FRUTAL,116,2,41995,41910,FRUTAL,Presidente,31266,31266,0.746027201145311,FRUTAL,0.0678175973330158,0.504560066674604
SP,71072,SÃO PAULO,353,1,184744,184689,SÃO PAULO,Presidente,136163,136163,0.737255602661772,SÃO PAULO,0.0514874637335989,0.360217381890616
SC,81752,JARAGUÁ DO SUL,17,1,58066,58697,JARAGUÁ DO SUL,Presidente,49359,49359,0.840911801284563,JARAGUÁ DO SUL,0.198016050700927,0.288688733510144
PR,77291,OURIZONA,102,2,2858,2856,OURIZONA,Presidente,2266,2266,0.793417366946779,OURIZONA,0.0909727081875437,0.475857242827152
AL,28258,PALMEIRA DOS ÍNDIOS,10,2,52692,52597,PALMEIRA DOS ÍNDIOS,Presidente,37337,37337,0.70986938418541,PALMEIRA DOS ÍNDIOS,0.0606353905716238,0.539000227738556
PR,76716,MALLET,37,2,10672,10665,MALLET,Presidente,8572,8572,0.803750586029067,MALLET,0.0668103448275862,0.478260869565217
BA,36854,LAURO DE FREITAS,180,2,156597,157336,LAURO DE FREITAS,Presidente,119713,119713,0.76087481568109,LAURO DE FREITAS,0.147786994642298,0.29782179735244
BA,37117,MARACÁS,37,1,22204,22137,MARACÁS,Presidente,15504,15504,0.700365903238921,MARACÁS,0.0417492343721852,0.588497568005765
PR,79316,TUNEIRAS DO OESTE,86,1,6930,6919,TUNEIRAS DO OESTE,Presidente,5050,5050,0.729874259286024,TUNEIRAS DO OESTE,0.0761904761904762,0.492496392496393
MG,47031,JANUÁRIA,148,2,50661,50517,JANUÁRIA,Presidente,34468,34468,0.682304966644892,JANUÁRIA,0.0673101596889126,0.492410335366455
RO,35,PORTO VELHO,20,1,85637,85723,PORTO VELHO,Presidente,66044,66044,0.770435005774413,PORTO VELHO,0.117063885937153,0.311746091058771
SP,62049,TORRE DE PEDRA,140,2,2587,2587,TORRE DE PEDRA,Presidente,1836,1836,0.709702357943564,TORRE DE PEDRA,0.0931580981832238,0.484731349052957
RJ,60011,RIO DE JANEIRO,191,1,104758,105776,RIO DE JANEIRO,Presidente,76157,76157,0.719983739222508,RIO DE JANEIRO,0.0889669524045896,0.34075679184406
CE,13242,GUAIÚBA,57,1,19327,19312,GUAIÚBA,Presidente,16254,16254,0.841652858326429,GUAIÚBA,0.0427898794432659,0.498421896828271
RS,87912,PELOTAS,34,1,82895,84185,PELOTAS,Presidente,66076,66076,0.784890419908535,PELOTAS,0.279835937028771,0.257578864829001
SP,61727,HORTOLÂNDIA,361,1,165269,165599,HORTOLÂNDIA,Presidente,126204,126204,0.762106051365045,HORTOLÂNDIA,0.0979978096315703,0.328712583727136
MG,54011,UBERABA,326,2,74016,74146,UBERABA,Presidente,58377,58377,0.787325007417797,UBERABA,0.242353004755728,0.27240056204064
RO,35,PORTO VELHO,2,1,105356,105263,PORTO VELHO,Presidente,82076,82076,0.779723169584754,PORTO VELHO,0.191009529594897,0.238648012453016
PI,10200,COLÔNIA DO GURGUÉIA,67,2,5160,5150,COLÔNIA DO GURGUÉIA,Presidente,3994,3994,0.775533980582524,COLÔNIA DO GURGUÉIA,0.0732558139534884,0.499031007751938
BA,39659,VITÓRIA DA CONQUISTA,41,1,102257,103279,VITÓRIA DA CONQUISTA,Presidente,83672,83672,0.810155016992806,VITÓRIA DA CONQUISTA,0.190422171587275,0.298238751381324
BA,35157,FEIRA DE SANTANA,156,2,120747,120922,FEIRA DE SANTANA,Presidente,97752,97752,0.808388878781363,FEIRA DE SANTANA,0.0679685623659387,0.379247517536668
CE,13757,CEDRO,13,2,20209,20123,CEDRO,Presidente,15442,15442,0.767380609253094,CEDRO,0.0587362066406057,0.527190855559404
SP,71072,SÃO PAULO,252,1,113044,112988,SÃO PAULO,Presidente,82709,82709,0.732015789287358,SÃO PAULO,0.190244506563816,0.269611832560773
MG,41238,BELO HORIZONTE,34,1,113642,113951,BELO HORIZONTE,Presidente,87413,87413,0.767110424656212,BELO HORIZONTE,0.413993065943929,0.1279104556414
PA,4839,MARABÁ,23,1,105750,106211,MARABÁ,Presidente,79660,79660,0.75001647663613,MARABÁ,0.0919810874704492,0.396359338061466
RJ,58076,BARRA MANSA,91,2,88614,88903,BARRA MANSA,Presidente,67886,67886,0.763596279090694,BARRA MANSA,0.0440900986300133,0.497009501884578
PE,23213,ARARIPINA,84,1,58765,58679,ARARIPINA,Presidente,43874,43874,0.747695086828337,ARARIPINA,0.0592189228282141,0.577520633029865
RS,89150,CAPÃO DA CANOA,150,2,42362,42277,CAPÃO DA CANOA,Presidente,31801,31801,0.75220569103768,CAPÃO DA CANOA,0.125395401539115,0.402530569850338
SP,71072,SÃO PAULO,374,1,255425,256114,SÃO PAULO,Presidente,192027,192027,0.749771586090569,SÃO PAULO,0.188031711852794,0.268920426739748
ES,57053,VITÓRIA,52,2,135473,136146,VITÓRIA,Presidente,110333,110333,0.810402068367782,VITÓRIA,0.47759332117839,0.088010157005455
MG,41335,BETIM,319,1,127551,127864,BETIM,Presidente,101854,101854,0.796580742038416,BETIM,0.104860016777603,0.329240852678536
PE,24350,IGARASSU,85,2,85872,85793,IGARASSU,Presidente,68504,68504,0.79848006247596,IGARASSU,0.0447992360722937,0.421930314887274
SC,82350,PALMA SOLA,69,2,5726,5712,PALMA SOLA,Presidente,4442,4442,0.77766106442577,PALMA SOLA,0.0941320293398533,0.537722668529514
BA,34657,CONCEIÇÃO DO ALMEIDA,184,2,15352,15319,CONCEIÇÃO DO ALMEIDA,Presidente,11669,11669,0.761733794634115,CONCEIÇÃO DO ALMEIDA,0.0542600312662845,0.529768108389786
MG,44199,DATAS,262,1,4999,4990,DATAS,Presidente,3489,3489,0.699198396793587,DATAS,0.0362072414482897,0.574714942988598
MG,41670,BOTELHOS,55,1,12905,12897,BOTELHOS,Presidente,9363,9363,0.72598278669458,BOTELHOS,0.0533901588531577,0.589538938395971
PA,4200,JACAREACANGA,102,2,13285,13275,JACAREACANGA,Presidente,8485,8485,0.639171374764595,JACAREACANGA,0.0395182536695521,0.634249153180279
MS,98078,ITAQUIRAÍ,25,2,14287,14274,ITAQUIRAÍ,Presidente,9695,9695,0.679206949698753,ITAQUIRAÍ,0.0478756911877931,0.645691887730104
MT,91294,POCONÉ,4,2,24030,23989,POCONÉ,Presidente,17904,17904,0.746342073450331,POCONÉ,0.0611319184352892,0.467374115688723
TO,93475,DUERÉ,15,2,3335,3336,DUERÉ,Presidente,2576,2576,0.772182254196643,DUERÉ,0.079160419790105,0.453673163418291
RS,86835,GRAVATAÍ,71,2,90585,90662,GRAVATAÍ,Presidente,68379,68379,0.754218967152721,GRAVATAÍ,0.0528785118949053,0.434807087266104
RS,87297,LAJEADO,29,1,63378,63247,LAJEADO,Presidente,50004,50004,0.790614574604329,LAJEADO,0.154075546719682,0.370428224304964
PE,23396,BODOCÓ,80,1,25376,25323,BODOCÓ,Presidente,19620,19620,0.774789716858192,BODOCÓ,0.0477222572509458,0.586971941992434
ES,56995,SERRA,59,2,116887,116956,SERRA,Presidente,86511,86511,0.739688429836862,SERRA,0.052734692480772,0.372179968687707
MG,41548,SÃO DOMINGOS DAS DORES,128,2,5391,5387,SÃO DOMINGOS DAS DORES,Presidente,4146,4146,0.769630592166326,SÃO DOMINGOS DAS DORES,0.0461880912632165,0.589315525876461
SP,61603,ITAOCA,10,2,3058,3092,ITAOCA,Presidente,2103,2103,0.680142302716688,ITAOCA,0.0598430346631786,0.439502943100065
AL,28410,PIRANHAS,40,1,18931,18870,PIRANHAS,Presidente,13414,13414,0.710863804981452,PIRANHAS,0.0478051872589932,0.607627700596905
MG,50490,POUSO ALEGRE,227,1,108407,109143,POUSO ALEGRE,Presidente,83105,83105,0.761432249434229,POUSO ALEGRE,0.103378933094726,0.386672447351186
SP,63630,CRAVINHOS,293,1,27346,27315,CRAVINHOS,Presidente,19325,19325,0.707486728903533,CRAVINHOS,0.0871059752797484,0.419549477071601
SP,71072,SÃO PAULO,376,1,247771,247651,SÃO PAULO,Presidente,181908,181908,0.734533678442647,SÃO PAULO,0.0624366854878093,0.365950817488729
PE,24570,JABOATÃO DOS GUARARAPES,147,1,122689,122631,JABOATÃO DOS GUARARAPES,Presidente,92869,92869,0.757304433626081,JABOATÃO DOS GUARARAPES,0.0229767949856955,0.514659015885695
SP,69795,RIO CLARO,110,2,87383,87462,RIO CLARO,Presidente,64583,64583,0.738412110402232,RIO CLARO,0.214137761349462,0.28121030406372
SP,71072,SÃO PAULO,20,2,165568,165588,SÃO PAULO,Presidente,123617,123617,0.746533565234196,SÃO PAULO,0.0522141959798995,0.378611809045226
MT,91510,RONDONÓPOLIS,46,2,91023,91021,RONDONÓPOLIS,Presidente,69892,69892,0.767866756023335,RONDONÓPOLIS,0.115520253122837,0.345022686573723
CE,14273,ITAPAJÉ,41,2,37772,37724,ITAPAJÉ,Presidente,31344,31344,0.830876895345138,ITAPAJÉ,0.0488457058138304,0.507042253521127
SP,62057,BARRA BONITA,200,1,30177,30101,BARRA BONITA,Presidente,22127,22127,0.735091857413375,BARRA BONITA,0.158398780528217,0.352718958146933
SP,70572,SANTO ANDRÉ,307,2,88627,88550,SANTO ANDRÉ,Presidente,65461,65461,0.739254658385093,SANTO ANDRÉ,0.120764552562989,0.320162027373148
MG,40312,ALFENAS,8,2,61363,61211,ALFENAS,Presidente,46229,46229,0.755240071229028,ALFENAS,0.0859475579746753,0.398106350732526
SP,70572,SANTO ANDRÉ,307,1,88627,88537,SANTO ANDRÉ,Presidente,65514,65514,0.739961823870246,SANTO ANDRÉ,0.120764552562989,0.320162027373148
RS,85898,CANOAS,66,1,124833,125089,CANOAS,Presidente,95105,95105,0.760298667348848,CANOAS,0.0760856504289731,0.395047783839209
BA,39934,TEIXEIRA DE FREITAS,183,1,112190,112580,TEIXEIRA DE FREITAS,Presidente,78522,78522,0.697477349440398,TEIXEIRA DE FREITAS,0.0878242267581781,0.468544433550227
PE,24210,GLÓRIA DO GOITÁ,21,2,22630,22600,GLÓRIA DO GOITÁ,Presidente,17718,17718,0.783982300884956,GLÓRIA DO GOITÁ,0.0381352187361909,0.568272205037561
PR,76430,JARDIM ALEGRE,93,2,9669,9654,JARDIM ALEGRE,Presidente,7318,7318,0.758027760513777,JARDIM ALEGRE,0.0974247595408005,0.513807012100528
CE,15199,PIQUET CARNEIRO,12,2,11921,11898,PIQUET CARNEIRO,Presidente,9586,9586,0.805681627164229,PIQUET CARNEIRO,0.0393423370522607,0.623185974331013
SP,69817,RIO DAS PEDRAS,244,2,25114,25076,RIO DAS PEDRAS,Presidente,19382,19382,0.772930291912586,RIO DAS PEDRAS,0.0555865254439755,0.424982081707414
MG,44792,ERVÁLIA,107,2,15542,15525,ERVÁLIA,Presidente,12504,12504,0.805410628019324,ERVÁLIA,0.0727705571998456,0.597606485651782
GO,96016,SÃO MIGUEL DO ARAGUAIA,94,2,18361,18308,SÃO MIGUEL DO ARAGUAIA,Presidente,13389,13389,0.731319641686694,SÃO MIGUEL DO ARAGUAIA,0.109198845378792,0.496541582702467
GO,92550,AVELINÓPOLIS,57,1,3333,3331,AVELINÓPOLIS,Presidente,2699,2699,0.810267187030922,AVELINÓPOLIS,0.100810081008101,0.435343534353435
SP,65633,ITAQUAQUECETUBA,419,2,144027,144058,ITAQUAQUECETUBA,Presidente,107965,107965,0.749455080592539,ITAQUAQUECETUBA,0.0360765689766502,0.36256396370125
AM,2550,MANAUS,59,1,104999,105187,MANAUS,Presidente,86696,86696,0.824208314715697,MANAUS,0.0733626034533662,0.266335869865427
ES,57053,VITÓRIA,52,1,135473,136191,VITÓRIA,Presidente,111632,111632,0.819672371889479,VITÓRIA,0.47759332117839,0.088010157005455
MG,40150,AGUANIL,64,2,4013,4006,AGUANIL,Presidente,3046,3046,0.760359460808787,AGUANIL,0.0318963369050586,0.619237478195863
PE,23175,AMARAJI,31,1,16894,16866,AMARAJI,Presidente,12741,12741,0.755425115617218,AMARAJI,0.0385935835207766,0.601456138273943
PE,23450,BONITO,39,2,30420,30368,BONITO,Presidente,23172,23172,0.763040042149631,BONITO,0.0470414201183432,0.58974358974359
ES,56553,ITAPEMIRIM,22,2,35442,35377,ITAPEMIRIM,Presidente,27000,27000,0.76320773383837,ITAPEMIRIM,0.0606907059421026,0.510016364764968
GO,93734,GOIÂNIA,1,2,109656,110295,GOIÂNIA,Presidente,84887,84887,0.769635976245523,GOIÂNIA,0.393311811483184,0.105128766323776
RS,88013,PORTO ALEGRE,111,1,109127,109261,PORTO ALEGRE,Presidente,83084,83084,0.760417715378772,PORTO ALEGRE,0.258707744187964,0.195148771614724
RS,86371,ERECHIM,20,1,35470,35339,ERECHIM,Presidente,28217,28217,0.798466283709217,ERECHIM,0.216605582182126,0.325514519312095
BA,38490,SALVADOR,6,2,95481,95805,SALVADOR,Presidente,76224,76224,0.795616095193362,SALVADOR,0.266827955300007,0.174568762371571
RS,87718,NOVO HAMBURGO,76,1,88720,89090,NOVO HAMBURGO,Presidente,68977,68977,0.77423953305646,NOVO HAMBURGO,0.113999098286745,0.390205139765555
MG,41238,BELO HORIZONTE,39,1,127058,127265,BELO HORIZONTE,Presidente,95342,95342,0.749161199072801,BELO HORIZONTE,0.0903760487336492,0.343441577862079
SP,71072,SÃO PAULO,251,2,115917,116567,SÃO PAULO,Presidente,85504,85504,0.733518062573456,SÃO PAULO,0.49332712199246,0.100244140203766
DF,97012,BRASÍLIA,16,1,151248,151309,BRASÍLIA,Presidente,118846,118846,0.78545228638085,BRASÍLIA,0.0813233894001904,0.333227546810536
MG,46256,IPATINGA,348,2,50127,50246,IPATINGA,Presidente,37976,37976,0.755801456832385,IPATINGA,0.0970534841502583,0.362080315997367
SC,81639,ITAPEMA,91,1,50477,50348,ITAPEMA,Presidente,38327,38327,0.761241757368714,ITAPEMA,0.168868989836955,0.304970580660499
RJ,60011,RIO DE JANEIRO,122,1,85691,85695,RIO DE JANEIRO,Presidente,63098,63098,0.736309002858977,RIO DE JANEIRO,0.0638223384019325,0.330396424361952
SC,80004,MONTE CARLO,77,1,7162,7150,MONTE CARLO,Presidente,5392,5392,0.754125874125874,MONTE CARLO,0.0558503211393466,0.583216978497626
CE,14290,ITAPIPOCA,17,1,93393,93270,ITAPIPOCA,Presidente,77737,77737,0.833461992066045,ITAPIPOCA,0.0598974227190475,0.424582142130567
MG,41238,BELO HORIZONTE,33,2,96293,98049,BELO HORIZONTE,Presidente,71891,71891,0.733215025140491,BELO HORIZONTE,0.424059900511979,0.108554100505748
BA,35157,FEIRA DE SANTANA,154,1,113332,113542,FEIRA DE SANTANA,Presidente,91057,91057,0.801967553856723,FEIRA DE SANTANA,0.115730773303215,0.312259555994776
AM,2810,TEFÉ,9,1,42096,41755,TEFÉ,Presidente,33205,33205,0.795234103700156,TEFÉ,0.0759454580007602,0.414077347016344
RJ,58335,DUQUE DE CAXIAS,127,2,101427,101374,DUQUE DE CAXIAS,Presidente,78493,78493,0.774291238384596,DUQUE DE CAXIAS,0.0296962347303972,0.460725447859051
SP,63452,CONCHAL,75,2,22084,22056,CONCHAL,Presidente,17043,17043,0.772714907508161,CONCHAL,0.0922387248686832,0.488226770512588
CE,13340,IPAPORANGA,20,2,9919,9902,IPAPORANGA,Presidente,7651,7651,0.772672187436882,IPAPORANGA,0.0291360016130658,0.61306583324932
SC,81795,JOINVILLE,19,2,90921,91623,JOINVILLE,Presidente,75428,75428,0.823243072154372,JOINVILLE,0.344518868028288,0.149866367505857
BA,38490,SALVADOR,2,1,90057,91199,SALVADOR,Presidente,71702,71702,0.786214761126767,SALVADOR,0.23931510043639,0.200428617431183
PA,4537,CONCEIÇÃO DO ARAGUAIA,24,2,33410,33347,CONCEIÇÃO DO ARAGUAIA,Presidente,24091,24091,0.722433802141122,CONCEIÇÃO DO ARAGUAIA,0.093923974857827,0.473091888656091
MG,40339,ALMENARA,9,2,30543,30392,ALMENARA,Presidente,21415,21415,0.704626217425638,ALMENARA,0.0696395246046557,0.566512785253577
PI,12190,TERESINA,63,1,112319,112222,TERESINA,Presidente,92500,92500,0.824259057938729,TERESINA,0.0917030956472191,0.321762123950534
PR,74322,FAZENDA RIO GRANDE,144,1,83629,83570,FAZENDA RIO GRANDE,Presidente,62309,62309,0.745590522914922,FAZENDA RIO GRANDE,0.0611390785493071,0.33643831685181
RJ,58432,ITAPERUNA,107,2,75604,75402,ITAPERUNA,Presidente,56322,56322,0.746956314156123,ITAPERUNA,0.0681577694301889,0.47844029416433
MG,41238,BELO HORIZONTE,334,1,139274,139364,BELO HORIZONTE,Presidente,104395,104395,0.7490815418616,BELO HORIZONTE,0.107622384651837,0.326198716199721
SP,70793,SÃO CARLOS,121,1,107076,108148,SÃO CARLOS,Presidente,79347,79347,0.733689018752081,SÃO CARLOS,0.210906272180507,0.25845194067765
SP,71072,SÃO PAULO,5,1,125661,126886,SÃO PAULO,Presidente,92342,92342,0.727755623157795,SÃO PAULO,0.524864516437081,0.0907282291243902
