SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
MG,42382,SERRANÓPOLIS DE MINAS,2,3900,3904,SERRANÓPOLIS DE MINAS,Presidente,2534,,0.64974358974359,SERRANÓPOLIS DE MINAS,0.0161538461538462,0.690512820512821
PR,75833,GUARAPUAVA,1,125677,125740,GUARAPUAVA,Presidente,97357,,0.77466043906204,GUARAPUAVA,0.12781972835125,0.459431717816307
MT,89796,COLÍDER,2,23244,23229,COLÍDER,Presidente,15792,,0.679401135776975,COLÍDER,0.0441404233350542,0.58165548098434
CE,15792,URUOCA,2,9977,9976,URUOCA,Presidente,7821,,0.783902976846748,URUOCA,0.0563295579833617,0.610704620627443
PR,78352,SALTO DO ITARARÉ,2,4014,4012,SALTO DO ITARARÉ,Presidente,3040,,0.75734927752865,SALTO DO ITARARÉ,0.0568011958146487,0.570752366716492
RJ,58467,MESQUITA,2,135124,135061,MESQUITA,Presidente,94552,,0.699742458778603,MESQUITA,0.0264867825108789,0.496810337171783
MS,91650,TRÊS LAGOAS,2,77800,77748,TRÊS LAGOAS,Presidente,51911,,0.667236503856041,TRÊS LAGOAS,0.0892030848329049,0.482005141388175
SC,82333,PALHOÇA,1,122778,123015,PALHOÇA,Presidente,95018,,0.773900861717897,PALHOÇA,0.120062226131717,0.372892537751063
RS,87432,MATA,1,4066,4063,MATA,Presidente,3092,,0.760452533202164,MATA,0.0708312838170192,0.629119527791441
PB,19372,BAYEUX,2,69692,69580,BAYEUX,Presidente,55627,,0.798183435688458,BAYEUX,0.0457728290191127,0.497359811743098
PB,19992,CRUZ DO ESPÍRITO SANTO,2,14338,14345,CRUZ DO ESPÍRITO SANTO,Presidente,11730,,0.818105733017157,CRUZ DO ESPÍRITO SANTO,0.0232249965127633,0.694866787557539
SP,70572,SANTO ANDRÉ,1,573104,573072,SANTO ANDRÉ,Presidente,409682,,0.71484756693375,SANTO ANDRÉ,0.139965870068958,0.33875701443368
MG,43656,CONSELHEIRO LAFAIETE,1,93099,93010,CONSELHEIRO LAFAIETE,Presidente,67808,,0.728342946755604,CONSELHEIRO LAFAIETE,0.0469392796915112,0.470552852339982
GO,94455,LUZIÂNIA,2,110991,111062,LUZIÂNIA,Presidente,85533,,0.770630051085223,LUZIÂNIA,0.0948455280157851,0.418015875161049
ES,56677,MIMOSO DO SUL,2,18949,18936,MIMOSO DO SUL,Presidente,14150,,0.746741252836561,MIMOSO DO SUL,0.0805847274262494,0.55754921104016
SP,70890,SÃO JOAQUIM DA BARRA,1,36280,36266,SÃO JOAQUIM DA BARRA,Presidente,24434,,0.67348401323043,SÃO JOAQUIM DA BARRA,0.0875413450937155,0.442916207276736
CE,15652,TAMBORIL,2,21284,20985,TAMBORIL,Presidente,14550,,0.68361210298816,TAMBORIL,0.0189344108250329,0.735482052245818
PE,25097,PASSIRA,2,24303,24299,PASSIRA,Presidente,17754,,0.730527095420318,PASSIRA,0.0368267292103856,0.626013249393079
PI,11436,PADRE MARCOS,1,5472,5472,PADRE MARCOS,Presidente,4370,,0.798611111111111,PADRE MARCOS,0.0524488304093567,0.697368421052632
GO,92959,CAMPO ALEGRE DE GOIÁS,2,4915,4912,CAMPO ALEGRE DE GOIÁS,Presidente,3516,,0.715361139369278,CAMPO ALEGRE DE GOIÁS,0.0905391658189217,0.521668362156663
SC,81795,JOINVILLE,2,396700,393523,JOINVILLE,Presidente,315644,,0.795674313082934,JOINVILLE,0.184164355936476,0.290247038064028
MS,91880,SONORA,1,11071,11071,SONORA,Presidente,7724,,0.697678619817541,SONORA,0.0395628217866498,0.600307108662271
CE,13072,AIUABA,2,11366,11365,AIUABA,Presidente,7654,,0.673411930318494,AIUABA,0.0368643322188985,0.683089917297202
MG,43290,CLARO DOS POÇÕES,2,6961,6966,CLARO DOS POÇÕES,Presidente,4577,,0.657520471196667,CLARO DOS POÇÕES,0.0726907053584255,0.514581238327827
RJ,58157,CACHOEIRAS DE MACACU,1,45318,45279,CACHOEIRAS DE MACACU,Presidente,31251,,0.689593538991129,CACHOEIRAS DE MACACU,0.0305176750959884,0.582947173308619
BA,39934,TEIXEIRA DE FREITAS,1,104948,105009,TEIXEIRA DE FREITAS,Presidente,68688,,0.654495559705759,TEIXEIRA DE FREITAS,0.037990242786904,0.565508632846743
SP,68578,PIEDADE,1,42286,42273,PIEDADE,Presidente,29268,,0.692143972000189,PIEDADE,0.0618644468618455,0.523861325261316
SP,69299,PRESIDENTE PRUDENTE,1,172720,172890,PRESIDENTE PRUDENTE,Presidente,118572,,0.686498378879111,PRESIDENTE PRUDENTE,0.136428902269569,0.366558591940713
AM,2259,COARI,1,50320,50269,COARI,Presidente,34172,,0.679093799682035,COARI,0.0545906200317965,0.540361685214626
SP,70696,SANTÓPOLIS DO AGUAPEÍ,2,3392,3389,SANTÓPOLIS DO AGUAPEÍ,Presidente,2278,,0.671580188679245,SANTÓPOLIS DO AGUAPEÍ,0.073997641509434,0.466391509433962
TO,93238,CRISTALÂNDIA,1,5327,5321,CRISTALÂNDIA,Presidente,3866,,0.725736812464802,CRISTALÂNDIA,0.100994931481134,0.484700581941055
PB,22314,TAPEROÁ,2,10550,10547,TAPEROÁ,Presidente,7609,,0.721232227488152,TAPEROÁ,0.0603791469194313,0.668625592417062
CE,15555,SENADOR POMPEU,2,21474,21462,SENADOR POMPEU,Presidente,14370,,0.669181335568595,SENADOR POMPEU,0.0244016019372264,0.645664524541306
SP,65978,JALES,2,38021,37983,JALES,Presidente,25281,,0.664922016780201,JALES,0.136687619999474,0.41703269245943
PA,5290,SANTA ISABEL DO PARÁ,2,44061,44048,SANTA ISABEL DO PARÁ,Presidente,31565,,0.716393182179252,SANTA ISABEL DO PARÁ,0.0282562810648873,0.543905040738976
SC,81540,JUPIÁ,1,1850,1850,JUPIÁ,Presidente,1614,,0.872432432432433,JUPIÁ,0.0751351351351351,0.566486486486487
MG,49395,PARACATU,2,64469,64437,PARACATU,Presidente,40747,,0.632040205370023,PARACATU,0.0566318695807287,0.474072810187842
RS,89630,VIAMÃO,2,148618,148594,VIAMÃO,Presidente,111592,,0.750864632817021,VIAMÃO,0.064864282926698,0.409546622885519
CE,15997,PARAIPABA,1,23248,23243,PARAIPABA,Presidente,18841,,0.810435306262905,PARAIPABA,0.0535099793530626,0.493074673090158
SP,68756,PIRACICABA,2,288967,285424,PIRACICABA,Presidente,201268,,0.696508597867577,PIRACICABA,0.0913253070419806,0.406921897656134
BA,30872,DIAS D'ÁVILA,1,48604,47405,DIAS D ÁVILA,Presidente,35061,,0.721360381861575,DIAS D'ÁVILA,0.0168916138589417,0.576701506048885
MG,41947,CÓRREGO FUNDO,1,5171,5169,CÓRREGO FUNDO,Presidente,3484,,0.673757493714949,CÓRREGO FUNDO,0.0164378263391994,0.667569135563721
RS,88412,SANTA MARIA,1,206116,204086,SANTA MARIA,Presidente,154580,,0.749966038541404,SANTA MARIA,0.1169778183159,0.384618370238118
MG,43710,CONTAGEM,1,400069,398021,CONTAGEM,Presidente,319617,,0.798904688941158,CONTAGEM,0.14448257675551,0.314638224906204
PA,4227,BRASIL NOVO,2,13794,13790,BRASIL NOVO,Presidente,10858,,0.787153835000725,BRASIL NOVO,0.0458895171813832,0.619762215455995
MG,48410,MIRADOURO,1,7825,7821,MIRADOURO,Presidente,5670,,0.724600638977636,MIRADOURO,0.0745047923322684,0.602172523961661
SP,67954,OURINHOS,1,79030,78967,OURINHOS,Presidente,55235,,0.698911805643427,OURINHOS,0.104998101986587,0.420017714791851
MG,40878,ARGIRITA,1,2818,2820,ARGIRITA,Presidente,2044,,0.725337118523776,ARGIRITA,0.0312278211497516,0.667849538679915
MG,41807,CAMPO AZUL,2,3960,3953,CAMPO AZUL,Presidente,2216,,0.55959595959596,CAMPO AZUL,0.0196969696969697,0.624242424242424
RN,16616,CURRAIS NOVOS,2,30007,29990,CURRAIS NOVOS,Presidente,21951,,0.731529309827707,CURRAIS NOVOS,0.098743626487153,0.467424267670877
MA,7307,BREJO DE AREIA,2,7055,7055,BREJO DE AREIA,Presidente,4848,,0.687172218284904,BREJO DE AREIA,0.0106307583274274,0.790644932671864
PR,77577,PEABIRU,2,10473,10470,PEABIRU,Presidente,7398,,0.706387854482956,PEABIRU,0.0315095961042681,0.548362455838824
MA,7870,GOVERNADOR ARCHER,1,8297,8293,GOVERNADOR ARCHER,Presidente,5445,,0.656261299264795,GOVERNADOR ARCHER,0.00795468241533084,0.75485115101844
GO,93734,GOIÂNIA,2,977479,971255,GOIÂNIA,Presidente,712256,,0.728666293598123,GOIÂNIA,0.188395863235937,0.265383706453029
CE,13315,ASSARÉ,2,19161,18929,ASSARÉ,Presidente,12971,,0.676947967225093,ASSARÉ,0.0377328949428527,0.678252700798497
RS,85898,CANOAS,2,252200,250158,CANOAS,Presidente,183023,,0.725705789056305,CANOAS,0.0844805709754163,0.394183187946075
SC,80705,PARAÍSO,2,3723,3718,PARAÍSO,Presidente,2745,,0.737308622078969,PARAÍSO,0.0282030620467365,0.645178619392963
SP,62936,CAMPO LIMPO PAULISTA,1,59860,59840,CAMPO LIMPO PAULISTA,Presidente,42105,,0.70339124624123,CAMPO LIMPO PAULISTA,0.0676077514199799,0.419311727363849
MG,51330,SABARÁ,2,92227,92192,SABARÁ,Presidente,63437,,0.687835449488761,SABARÁ,0.0285816517939432,0.485248354603316
PB,20419,ITAPORANGA,2,16386,11096,ITAPORANGA,Presidente,12259,,0.748138654949347,ITAPORANGA,0.0816550714024167,0.53875259367753
MA,7501,CONCEIÇÃO DO LAGO-AÇU,2,10602,10598,CONCEIÇÃO DO LAGO-AÇU,Presidente,7326,,0.691001697792869,CONCEIÇÃO DO LAGO-AÇU,0.00952650443312582,0.818524806640257
AL,28231,PALESTINA,1,4296,4303,PALESTINA,Presidente,2985,,0.694832402234637,PALESTINA,0.0249068901303538,0.616852886405959
BA,39071,SERRA PRETA,1,16950,16943,SERRA PRETA,Presidente,11845,,0.69882005899705,SERRA PRETA,0.0168731563421829,0.688141592920354
BA,34991,DÁRIO MEIRA,1,7550,7550,DÁRIO MEIRA,Presidente,5126,,0.678940397350993,DÁRIO MEIRA,0.0335099337748344,0.648344370860927
MG,42293,CAMPOS ALTOS,2,10448,10449,CAMPOS ALTOS,Presidente,6261,,0.599253445635528,CAMPOS ALTOS,0.0430704441041348,0.619544410413476
RS,88013,PORTO ALEGRE,1,1100163,1096364,PORTO ALEGRE,Presidente,798601,,0.725893344895257,PORTO ALEGRE,0.144955792914323,0.330289238958227
MG,42536,CAPITÃO ENÉAS,1,12395,12397,CAPITÃO ENÉAS,Presidente,8468,,0.683178701089149,CAPITÃO ENÉAS,0.0122630092779347,0.648729326341267
RN,17191,JUCURUTU,1,14025,9255,JUCURUTU,Presidente,11306,,0.806131907308378,JUCURUTU,0.0542602495543672,0.635508021390374
BA,35050,ELÍSIO MEDRADO,1,7475,7471,ELÍSIO MEDRADO,Presidente,4762,,0.637056856187291,ELÍSIO MEDRADO,0.00842809364548495,0.727625418060201
